text,label
"Turut berduka cita atas terjadinya Gempa Bumi di kota Jayapura dengan kekuatan 5,4 Magnitudo.
Pada Hari Kamis, 9 Februari 2023",1
"Innalillahi wa inna ilaihi rooji'un..
Semoga para korban husnul khatimah.  Terseret/tenggelM, tertimpa bangunan /longsor. Ya Allah.. smga keluarga kami senantiasa diberi kesehatan dan keselamatan umur pjg dlm ketaatan kpdMu. Allahumma aamiin.. #banjir #musibah #jkt #jatim",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Kulon progo ono puting beliung kah? Po kenopo? Serius angin e gede bangett, koyo ning laut

Teko lungo teko lungo
Ya Allah :(
Ngasi raoleh turu sik iki lhoo",1
Gempa gak sih?,0
"Momen Bapak Prabowo Subianto ketika kembali mengunjungi posko pengungsian korban bencana alam gempa di pos dapur lapangan Kopassus/ TNI AD Cianjur ( Rabu, 7 Desember 2022 ).

Dan untuk seluruh korban jangan menyerah, jangan bersedih dan berputus asa, semoga apa yang menimpa in...",0
"1. thread jd bodyguard @briegdir ✅

                    Thread jd bodyguard sach

Pertama tama, ikutin sach dari belakang. sambil bawa payung buat siap"" getok palanya. Becanda. Buat mayungin kalo dia kena angin puting beliung Terus bawain karbol buat cemilan sach.",1
Seminggu ini beritanya gempa mulu,0
Banjir dimana mana 😩,0
dn ku mau pake emot puting beliung ah 🌪,1
"Dari prtama dateng ke kota tempat penempatan, adaaa aja kejadian tiap tahun :
Kerusuhan, jaringan internet mati 1bulan, kebanjiran, gempa. Bismillah hombes🤲🏻🗿🗿🗿",0
Ya ampun gempa besar bgt tadi😭😭,1
Yang terdampak erupsi Gunung Semeru semoga diberi keselamatan dan selalu dalam lindungan Tuhan. Kelabu banget liat berita-berita hari ini,0
tiba tiba males ganti ava. ava ini sangat kece badai angin topan gempa bumi tsunami banjir bandang hujan deres angin puting beliung,1
"tsunami ank muda✊🏻😭

terengganu🖤🤍
kelantan❤️🤍
pahang🤍🖤
perlis💙💛
kedah💚💛
#PRU15 #PerikatanNasional",1
Semeru erupsi ya allah mana lagi di jatim kann,0
"Cushion make over gak longsor klo dipake disini 🥺
Kenapa pas di Kalimantan bawaan nya longsooorrrrrr mulu 🥺🥺",0
"Semeru gitu ya, padahal baru setahun yang lalu pas dia erupsi, dan ditanggal yg sama sekarang erupsi lagi",0
"Kagak ada hujan badai topan puting beliung, tiba"" kamar kos an gua banjir anjir. semua barang gua basah. Penyebabnya? Lupa matiin keran air kamar mandi, dan bulatan kamar mandi juga lupa dibuka. Jadi airnya ngendap. Awal tahun, awal bulan, hari ulang tahun gua bermakna bat 😇🙏🏻",0
"guru mtk &amp; guru ekonomi jika diterpa hujan, banjir dan puting beliung spertinya akan ttap datang 😇😇",1
Ya Allah dsni udh 10x gempa susulan tlong doain ya,0
"Jika merasa gempa berpotensi tsunami seperti di maluku tenggara, bagai saat itu semua masalah hilang semua...✍🤓🙏😇#άмάή∂ίşчùķùŕί
====
Vieira Husky Samoyed
Pacitan Kerasa 
#LISAConfidentsmile",0
ditengah badai puting beliung angin ribut ini mba 00. mengupload foto bertiga wakakak,1
"For all my friend… buat akhir th ini kalo bisa stay safe ygy. Indonesia lagi bnyak angin Gede, banjir, longsor and hujan. Tapi kalo bisa sikk nih jangan maen jauh2 dlu, udeh gitu ajah.",0
"Pray for Jayapura 

Keluarga besar PBHI menyampaikan duka cita yang mendalam atas gempa bumi yang terjadi di Jayapura dengan kekuatan M 5,4. 

Semoga kita semua selalu dilindungi Tuhan Yang Maha Esa.

#PBHINasional #hakasasimanusia #hukumindonesia #humanrights #legalaid #gempa",0
Bisa bisa banjir dah ini,0
longsor gempa banjir tsunami,1
gempa 2kali gaseeh,1
"Ada lg puting beliung di wonogiri :((( ini di Indonesia lagi seleksi alam kayaknya :""((((",0
"#infoindonesia @kumparan: Gunung Semeru erupsi pada Sabtu (4/11). Kepala Pusat Vulkanologi Mitigasi Bencana Geologi (PVMBG) Andiani, mengatakan guguran…",1
"12 Tahun yang lalu, letusan pertama rentetan erupsi Merapi Oktober 2010.
Waktu itu, jam segini aku lagi panik nyari bapak, ibuk, sama adekku. Di rumah hanya berdua sama Almh. Simbah.",0
"Innalillahi 
Puting beliung lgi🥲",1
"Video paling viral saat erupsi merapi yg gambar jalan desa &amp; orang2 berlari kencang diburu awan panas, ada gak yg bikin video afternya.

Bener2 pengen tau, org yg bikin video itu kok bisa selamat dari awan sedekat itu.",0
"Kemarin malem gempa 7.9 SR di wilayah Maluku. Ga kerasa. Bangun jam setengah 3 pagi, cek HP ada notifikasi beware of potential Tsunami. Tidur lagi.",0
Akhirnya ngelarin First Love. Ini mereka batal ketemu karena tsunami 2011 dan pandemi 2020.  Terus timelinenya langsung ke 2023 kan? 3 tahun setelah 2020.,0
"btw agak sedih dikit hari ini, there's somenone foto gue pake dslr tapi makeup gue udah longsor #kecewa",0
"Hujan tolong titip rindu ku untuk nya.
Sampai banjir juga ndak pa²,kebetulan dia juga jarang mandi..wkwkwk😝",0
kalau hujan lagi gws ini banjir masuk rumah ku🥲🙏,0
"Salah satu efek dari adanya perubahan iklim adalah bencana hidrometeorologi seperti banjir, tanah longsor, kekeringan, dsb. Yang parahnya setiap tahun semakin meningkat. Belum lagi dengan dampak negatif dari perubahan iklim lainnya

#UntukmuBumiku
#TeamUpforImpact 
@BPerempuan",0
puting beliung ngab serem amat,1
"Hanya orang goblok yang menganggap maksiat, zina, LGBT, mencuri, rampok, mabuk, gak ibadah, itu mendatangkan azab atau bencana seperti gempa bumi, gunung meletus, tsunami, longsor.",0
"Orange #tsunami alert (7.8M,depth:10km) in #Tanimbar Islands Reg., Indonesia 09 Jan 2023 17:47 UTC,Pop100km:&lt;10000,tsunami,126cm - www.gdacs",1
"Ga bayangin ini bogor aja udh banyak banjir dan longsor, gmn itu aer kalo numpuk di jkt😩",0
"jebom sekali nya nongol langsung 3 berita anjir 😭😭😭

1. Dia donasi buat yang gempa
2. Dia wamil
3. Dia putus 

Oh sama def bentar lagi release lagu baru",0
Batu dan pasir erupsi itu bisa jutaan kubik..mau sampe 100 th juga gk bakal abis kalo diangkutin pke tangan...,0
"first time liat angin hampir mirip puting beliung depan rumah, ngeri bgt suaranya. Merindingggg",1
"Turut berduka cita atas musibah banjir dan longsor yang ada di kota Sorong, Papua Barat

Semoga kawan-kawan disana diberi kesehatan dan cepat pulih 🙏
#PrayForSorong",0
"Nek udan iso di pawangi, ngopo kok nek ngerti ameh udan sewengi suntuk kok ora di pawang i? Kan mayan meminimalisir terjadinya banjir, tanah longsor ???",0
"Gila gladak perak baru mau selesai padahal, ada erupsi semeru lagi",0
"Video seorang pria yang membuang dan menendang sesajen di lokasi terdampak erupsi Gunung Semeru viral di media sosial. Bupati Lumajang, Thoriqul Haq lalu memerintahkan kepada aparat untuk menari orang tersebut.",0
"gempa cianjur, gempa garut, skrng erupsi semeru:(",1
"Duka mendalam atas musibah erupsi yang terjadi di Gunung Semeru, Kabupaten Lumajang, Jawa Timur.

Mari sejenak mengirimkan doa untuk seluruh keluarga kita di Lumajang dan sekitarnya
#gunungsemeru",0
Banjir gak gaess,0
keinget tanggal 18 aku cerita ke temen kalau aku mimpi ada gempa sama tsunami,0
Ganjar memastikan pihaknya kemungkinan besar akan kembali mengirimkan bantuan untuk para korban erupsi Gunung Semeru.,0
"Gempa Bumi
Minggu 9 Oktober 2022 17:02 WIB
Tidak berpontensi tsunami
26 km BaratDaya BAYAH-BANTEN
Jarak dari Semarang: 479 km
Koordinat: -7.09,106.08
Magnitude: 5.5
Kedalaman: 12 km

#sipantau Sumber : BMKG",1
hujan kemaren menyebabkan longsor di desa sebelah alias saatnya fokus ibadah 😇🙏,1
ni gue sm kakak ngerasa gempa tapi air di botol gak goyang,0
Gempa apa rerasaan gw doang siii,0
Gue suka banget klo ujan. But for the past few days ujannya kayaknya gak normal untuk bulan feb gini. Curah dan durasinya alarming both for banjir and climate change. Sok pinter deh gue haha,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Begini amat idup. Udah enak enak, adem adem dateng nih angin puting beliung",1
Spare a thought for Daniel bhai. Bhai ke aansu se Indian Ocean mein tsunami aa jaayega aj.,1
"Siapa bilang hidup itu kayak roller coaster??... Puting beliung ajig!.. 
#fatherofnewborn #annginribut",0
Terharu banget liat anjing yang jadi relawan buat bantu evakuasi korban gempa di Turki🥹,0
Naaaan tsunami oui monsieur Hamza,1
bismillah besok pagi banjir notif congrats aamiin ya Allah 🙏🏻❤️‍🔥,0
"GEMPA BUMI bermagnitud 5.0  melanda daerah Defne, Hatay, Turkiye pada jam 1 pagi waktu Malaysia.

Terus doa buat mereka!

Masih belum berhenti ujian buat mereka 🥲",1
"PH dan angkatan, kutuk, fitnah BN mcm Tsunami kat sosmed pun tak membantu sebab di lapangan sebenar, rakyat dah tolak PH. Itu sebab 7 PRK dan 2 PRN, PH kalah teruk. Dah takde muka dah. Kutuk dan lunyaikan BN mcm nak rak pun tetap kalah. Sudah2lah membongak. Rakyat dah pandai skg.",0
Apakah ini mulai tanda² gelombang tsunami tropi?🤣,0
"Erupsi
 sampul: Niji dan Yonji keluar dari ruangan dan melayang di udara
 di kotak narator, Luffy dinyatakan sbgi pemenang.
 -kita melihat Samurai dan bajak laut yang menentang Kaido di onigashima melompat dan berteriak kegirangan.  sementara para bajak laut 
#spoileronepiece1050",0
Keliling tempat peninggalan tsunami aceh bawaannya pengen nangis 😭,1
"Banjir, tanggul jebol, longsor, dll apalagi... Udah muak 🥺 takut, pengen ajak sekeluarga buru2 pindah ke magelang",0
"Diliat2 akhir2 ini daerah sini juga ga lagi baik2 aja.. kmrn dket indomaret ada yg kecelakaan, trus di titik nol ada kaya kl*tih gt :""( terus skrg di mggur ada pnmuan myt... ya... semoga cepet pulih :(( di tmpt lain juga turki gempa jkt gempa  srius......",0
"jujur gabisa tidur karena kepikiran GAK. ini petir mulu gw ovt ada ngaruhnya ke GAK. walaupun kata bmkg ini awan cumulonimbus sih... tapi ttp aja, soalnya dulu pas tahun 2018/2019 gitu kan pas erupsi banyak petirnya😞",0
"PERKEMBANGAN TERKINI

Elaun khas kepada pasukan penyelamat sertai SAR gempa bumi Turkiye

Beliau akan berbincang dengan Jabatan Perbendaharaan bagi memutuskan nilai sebenar elaun berkenaan. - Perdana Menteri, Anwar Ibrahim",1
takde fandom malaysia yang open donation untuk gempa di turki ke ?,0
"Susah mahu cakap. Ramai perempuan sukar dinasihat atau tidak mahu dinasihat, terutama bab agama. Dia punya pusing, kalah puting beliung.",1
"Cuba teka, siapa yg dah pakai baju hujan, tp still basah lencun sampai ke dalam? 🙋‍♂️ Aku tak tahu org tu dendam apa dgn aku, lopak sebesar alam dia boleh sprint mcm f1 melepaskan gelombang tsunami ke arah aku 🥲👍",0
"Sedih bah tgk video gempa bumi Di Turkiye, Syria tu 😭😭",1
"Gengster aja bunuh org banyak yg bela, cb klo longsor gempa banjir tsunami, diem aj pada di judge :(",0
penasaran kok bisa ya makeup nya ga longsor????,0
"Nyesel kan yang minta aldebaran tumbang. Ini bukan tumbang lagi tapi longsor, banjir bandang, angin topan, gempa, puting beliung😫😫😫 #IkatanCintaEp252",0
Haduh gue nginget² nama anak yg dari kansas kena angin puting beliung lalu terbang ke Oz siapa lupa banget sampe Yas ketiduran 🤣🤣🤣,0
Kowe pengin ngerti opow sing tak rasakno Saiki ?ngerti bohoso jowone Gempa Bumi ;)??,1
"Infonya ada beberapa pohon tumbang dan longsor, stay safe kawan [BGR]",0
"Smnjak erupsi, knp view semeru dr rumah jelas buanget :). Keliatan jalur lava nya :)",1
capek kali dengan semua tsunami tugas ini. beneran capek😀 akan aku selesaikan semu tugas. tapi dengan tidur dulu☝️,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Haan buss South Africa hum se aur India se haar jaye, Dollar neechay ajaye, 2-3 tsunami ajayein aur Hayden Pakistan ki shehriyat le le toh Semi final qualification pakki..",1
"Kita pengen reboisasi RPW, Buat RPW lebih indah, sejuk, sama gak bochor banjir sama RP KRYSTAL, EXO, BAP, TIFFANY yang mainstream.",0
"Bogor dimana mana banjir+longsor+pohon tumbang gak tuh. Bener bener disetiap titik. 
Kalau lagi ujan badai kaya kemarin mending menepi dulu di bangunan yagesya, jangan deket gorong2 atau dibawah pohon.",0
"Pagi gerimis,saya melangkah memasuki ruangan yg sangat tidak asing. 
Suasana dingin menambah tenang orang di dalamnya. 
Baru saja saya duduk di kursi paling depan, tiba-tiba ""Hujan, badai, gempa angin puting beliung tak kan menghadang."" Celetuk seseorang. 
Pelajaran mtk dimulai.",1
"Sikanjut
Pun
Bakal ngaluarken setipitak tanah
Mepesiapkan ijasah kelulusan
Tumbal
Nu ngajembutan dan mengijuti bujur
Pler jegang kanjut kayang sempak ngambang
Bakan
Keur mikiran dan peduli thdp
Kurban angin puting beliung
Nukeur culak dan cileuk kudu kamana musti begig maneh",1
Kamu merasa gempa gak ? ada kamu yang mengguncang hatiku sih.,0
"Siapa yg pas ronaldo balik MU seneng, sombong tsunami trophy, tapi skg ngata""in, ya fans MU 😭",0
"Ini seriusan Krakatau erupsi? Kok disini aman, tentram, dan Damai aja ya",0
yok monggo yg mau ngetweet tsunami trofi dipersilahkan,0
"diriku ini tuh emang sensitif banget ya sama alam dan bencana nya. dulu mau tsunami aja udah gelisah h-7 bahkan sampe 4 jam sebelum terjadi. sekarang lagi diem aja tau tau ngerasa ""nih gempa nih gempa, gue kerasa meskipun kecil tapi beneran ini gempa"" hfft😞",0
"Kebiasaan gue adalah melihat semua hal yang masih abu-abu dengan kemungkinan paling buruk. Nyakitin, tapi cukup untuk bikin hati gue jauh lebih kuat dan tenang. Bersiap untuk arus tsunami yang lebih besar dari sebelumnya. Salah ataupun benar, tetap tidak akan merubah kebencian.🤘",0
Tembalang tsunami po pie iki,1
gempa ga si??,1
"ngobrol dgn salah satu dokter hewan saat menyampaikan notifikasi donasi dr Kapolda Jatim utk hewan tdampak erupsi semeru.
ku panggil Mba krn puput itu wanita  ternyata beliau dokter lelaki , dan aku dipanggil Pak Judith
@piyopikavet @IAmGargantua @djamtjoek @NitaSellya @vkarr13",0
"Yang udah ada ide rencana markas sementara Selama tsunami pulau jawa.. info-info 🥹 orang betawi ga punya kampung, yang punya kampung didaratan tinggi, aman Dari gempa, banyak perkebunan, ramah hewan ajak-ajak ya 

Birahi
Besok senin
Minggu
Dikta
Tsunami
Takut
Banget
🥹",0
jangan tsunami dulu dong ya Allah dosaku banyak bgt 😭,0
"Perhatian-perhatian, saatnya memasuki area puting beliung.",1
"Dari banyaknya korban banjir, tanah longsor, gempa bumi, cuma korban janji yang ga bisa di evakuasi.",0
Gempa,1
Perubahan dan transformasi organisasi yang dipaksakan cepat dan mendadak pasti menimbulkan gejolak. Seperti pergerakan lempeng bumi di bawah laut yang saling bergesekan dan menimbulkan tsunami.,1
"hari ujan abu, ternyata semeru erupsi lg. semoga baik2 aja semuanya.. stay safe",0
anj baru tau ada yg bilang gempa turki buatan😭😭,0
"Gunung Marapi
Sumatra Barat
Erupsi tadi pagi.
Hujan turun deras
meluruhkan debu
menjadi pupuk
suburkan tanaman.",1
"Beres space tadi ,malah ada gempa, 
Ya allah 😢",0
ini gimana ke kampus kalo dimana2 banjir,0
Jayapura gempa lagi,0
"Tapi menurut gue sih si @panjiraden sebagai public figure ya gaboleh gitu, nyamain CR7 sama nenek yg mandi lumpur. Itu kan namanya nyerang keluarga. Emang Panji pernah nolongin anak yg selamat karena Tsunami?? Gak ada empatinya nih Panji. Gue sih gak akan belain dia klo diserang",0
hujan badai angin ribut halilintar puting beliung banjir badai tsunami kabeh gempa bumi RIBUT RIBUUTTT,1
gempa 🥺,1
"[TERKINI] 30 pegawai, 8 anggota ERMS,  2 ekor anjing K9 Bomba JBPM, 20 anggota SMART dan 20 anggota APM akan diterbangkan ke Turkiye malam ini.

Bagi membantu misi SAR Gempa Bumi Turkiye. 

@501Awani #AWANInews #PrayForTurkey",0
"Petugas gabungan dari TNI, Polri, BPBD, Tagana dan Relawan Terus melakukan pencarian korban bencana longsor yang terjadi di Dusun Selopuro, Kabupaten Nganjuk.
#HadirUntukMelayani
Jalan Pengabdian Polri",0
"PRU14 tsunami
GST 
1MDB

PRU15 tsunami 
PM sendiri
di anak tiri

😆",1
"""Keburukan mesti lah dibalas dgn kebaikan"" tajuk khutbah kemaren. Begitu juga malapetaka gempa turkiye Syria yg di hujani rasa kemanusiaan bantuan dari seluruh dunia.",0
gempa lagi :),0
benarkah jepang tsunami,1
Nggakuat liat evakuasi korban2 gempa Turki sama Suriah🤧 nangis terusss 🥺,0
DVBBS &amp; Borgeous - TSUNAMI§§§ #DJkram,1
Angin nya gede bgt kek puting beliung,1
"Gempa, banjir, gunung erupsi, angin puting beliung, desemberat sepertinya, stay safe kalian semua🥺",1
feeling gue kalo semeru erupsi jembatan kaca bromo retak,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Jek isuk wes badai, bledekan, gempa bumi, gunung mbeldos, kabeh wes rasa e kate pecah ndasku, astagfirullah",1
"Peristiwa tsunami yang melanda Aceh dan beberapa negara tetangga pada 2004 silam merupakan salah satu bencana tsunami yang paling mematikan sepanjang sejarah, namun itu bukan satu-satunya.",0
Syria kena gempa lagi.,0
Gpi al tsunami,1
"Yg erupsi gigi atas, yg muncul gigi bawah. Emg lyfe is unpredictable, just prepare for everything indeed 🙃",0
React the sound isinya cuma oo wow oo wow bagus bangetttt. beda dari biasanya. Apalagi part bangchan ngedrum sama gemuruh2 puting beliung like wow????,0
"[askrl] maaf sebelumnya kalo pertanyaannya agak gimana, tp aku penasaran bgt sm orang yg tinggal di gunung/deket laut berarti kan ada kemungkinan ga tau kapannya tiba2 gunung meletus/tsunami. perasaan atau kalian gimana sih? soalnya jujur dari kecil aku itu parnoan bgt sm (cont)",0
"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?",0
"Lrt. Kalau gak salah ada hadits yg bilang buat tetap menanam kurma meskipun tahu besok kiamat. Eyke, gara2 prediksi Jawa tsunami jadi takut mau berusaha beli rumah 🤣",0
Dari yg fto2 di tmpt zona merah bencana “Erupsi Gunung Semeru” dan sekelompok orang yg joget2 tiktok NGGK JELAS ! sampai penyanyi kondang kita “sodeq” yg membuat video klip lagu dan skrng ada lagi pembuatan film drama di tempat pengungsian. Rasa empati kalian sudah mati ! Miris !,0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. Nadila_JKT48,0
"💡MENGERASKAN TAKBIR JIKA ANGIN BERTIUP KENCANG

🎙Dahulu Ibnu Umar radhiyallahu 'anhuma apabila angin berhembus dengan kencang dan berputar (puting beliung), beliau berkata,

""Keraskan ucapan takbir. Sesungguhnya ia akan menghilangkannya.""

...",1
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"sayang pak uda dah ada respond tadi. saja sembang dgn dia;

""nanti ammar dah sihat, kita gi scm ya beli mainan ya""

dia mengangguk jer. haa mula la mata aku dah banjir. dia pun pandang jer sambil mengangguk tanda faham. 😭",0
"Awal Januari ada kejadian pesawat Sriwijaya jatuh, terus lanjut banjir. Muncul gempa, terus ada angin puting beliung. Gunung merapi bersiap meletus. Hampir lengkap ditambah dengan pandemi covid. Sisa satu bencana lagi yang belum dan itu berhubungan dengan laut...",0
Kalo ujan lg semaleman udah dah banjir fix,0
"Kek nya gue gemukan dah
Makin longsor aja ini perut 😭",0
"cok lah pemrosesan data gempa susah banget, seismic waves ga bisa ditangkep sama xgb aaaa masa harus ke deep learning",0
"Semarang bakal otw banjir lagi ga nih, sedih banget yang ngalamin banjir semoga kagak deh",0
"Gerimis ke'inget mantan
Hujan ingat pacar
Tsunami baru ingat Tuhan",1
Gue ultah malah puting beliung,1
"Teruntuk sobat saya Bupati Lumajang @thoriqul_haq 
Semoga bisa cepat bantu warga yg terkena dampak erupsi semeru dan bisa cepat kerjasamanya dgn BNPB dan pemerintah pusat utk aksi cepat tanggap membantu korban2 disekitar semeru.",0
Ak tetep sayang kok walaupun kupingku rasanya kayak ditiup angin puting beliung,1
Tak boleh nak tgk tiktok byk sgt video psl gempa bumi Turkiye &amp; Syria.. Sangat2 sedih tgk keadaan disana..anak² kecil..kucing..haiwan lain🥹🥹 semoga semua ni berakhir..semoga semua kuat.. Allahuakhbar....... 😭,0
"abis mimpi dikejar angin puting beliung di nangor, terus debat sama supir taxi. mantap",1
MU jadi tsunami trophy gak si? @de666ax @anandateddy1,0
"Gempa. 7.9 
Peringatan dini Tsunami.
Hari Minggu Gereja Lewat. 
Giliran bgni medsos padat dgn org"" yg tiba"" ingat Tuhan.
#gempa 
#BMKG 
#gempamaluku",0
"Stay safeee yaaa, banyak kabar gempa 😭",1
"Part 55 of 365

Tidurnya diiringi suara hujan lagi, jadi berasa adem bgt, tapi tetep ya ada rasa was2 banjir di dapur. Hahaha",0
"ribut-ribut soal hari valentine, mau kasi gift terbaik untuk orang yang disayang, tapi, 
yakin, kalau coklat yang dibutuhkan mereka yang sedang susah payah bangkit dari timbunan puing akibat gempa bumi? atau bagi mereka yang sedang ada dalam penjara dan ruang sempit di panti?",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Asik bgt pak gojek yg nganter aku ke stasiun barusan, beliau mengajarkan aku ttg kehidupan yg sebenarnya, ± gojek &amp; gocar, lumajang &amp; erupsi, dll. 

Saking asiknya ngobrol sampe ga sadar dah sampe stasiun, u deserve extra tips from me pak 🥺🥺",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Kalo ujan gini dari semalem tuh biasanya disana banjir.. males banget kalo banjir dah. Masa udah cantik2 eh malah banjir-banjiran 🥹😥,0
lg musim hujan gini yg biasa pake KA jalur selatan tiati dan siap plan B deh krn biasanya ada aja longsor,0
"bom , angin puting beliung , ledakan",1
"jujurly.. awalnya biasa aja liat info bmkg dari beberapa bulan ini banyak banget gempa di jayapura.. karena memang gempanya kecil, dan waktu itu berada di laut..
dan beberapa hari ini notif bmkg makin sering, gempanya udah di darat, dan dangkal 😭 stay safe!
#prayforjayapura",0
"Posko #SemeruPulih ARM Indonesia yang berada di Jl. Panembahan Senopati No. 37 Yogyakarta, dari tanggal 6 Desember 2021 sampai dengan saat ini masih membuka donasi untuk warga korban Erupsi Gunung Semeru, Lumajang, Jawa Timur.",0
Mcm kena puting beliung dapoq lepas aizat p reja 🤣,1
"Lagi dinas lapangan ke kabupaten sebelah dpt kabat akses balik ke Tolitoli putus satu jembatan, longsor arah luar kota, dalam kota Tolitoli lg banjir. Shittiest trip I ever had so far",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"sedih tengok keadaan mangsa gempa bumi di turkiye dan syria, semoga segala urusan mereka dipermudah dan semoga kita dijauhi dengan perkara yang tak diingini seperti itu..amiin",0
"pantesan matinya lama,ujannya serem banget kek puting beliung trnyata dibeberapa daerah",0
Siap siap banjir dimana mana siap siap macet macetan,0
"Ingatkan 
2018 Tsunami Rakyat
2022 Tsunami Undi18

Manatau
2022 Tsunami TikTok PAS",1
Puting beliung 😭,1
"orang klo udah ilfiel mo lu jungkir balik, kena angin topan puting beliung pun bodoamat anjirt.",1
Kita yakin Turki pasti kuat dan mampu bangkit. Sebagaimana sahabatnya Aceh dulu saat dilanda gempa tsunami. #PrayForTurkey,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Belakangan ini goncangan gempa tak kunjung usai di Tanah air bahkan Dunia, apakah ini pertanda semesta ga restuin hubungan kita?",0
turut berduka cita gempa di papua,1
Pembuatan Anime Beelzebub sempat terpotong karena terjadi gempa besar di Jepang pada 11 Maret 2011... [BZFact],1
Dari jam 8:00-17:00 stay di museum tsunami,0
cuk serem bgt mimpi kena tsunami:(,1
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir gerak cepat dalam membantu warga korban bencara erupsi Gunung Semeru yang terjadi di Jawa Timur.
#BUMNGercepBantuSemeru",0
"Gw perhatiin tiap ada bencana ntah itu gempa atau tsunami
Pasti sebelumnya ada gerhana",0
Dikasih gempa mintanya tsunami ternyata,1
"Setelah gempa Cianjur, banjir bandang di Pati lalu gempa di Garut &amp; sekarang erupsi Gunung Semeru…😭 Yaa Robbana, selamatkanlah saudara2 kami yg berada di wilayah bencana &amp; selamatkanlah kami semua serta seluruh bangsa ini dari segala musibah &amp; marabahaya. Aamiin 🤲 Alfatihah…",0
"Eyy aku takut gunung anak Krakatau erupsi lagi😭, mana di bulan Desember waktu itu",0
lu kalo seneng tuh ketawa bkn nambah banjir nangisnya cangakkk,0
gempa ga si,1
DVBBS &amp; Borgeous - TSUNAMI  #DJkram,1
#PrayForPapua  ya Allah semoga engkau segera meredakan bencana gempa yang sudah hampir sebulan terjadi di Jayapura. Normalkan lah kembali keadaan disana Amiin,0
"Masih kepikiran cushion esqa. Mana di tiktok lagi promo dapet free blush on, tapi review orang2 di oily skin jadinya longsor 😌",0
Gunung merapi tadi erupsi lagi?😔 #PrayForLumajang,0
"Banjir gempa longsor
Bot bencana muncul dong",0
"GUA BANGUN2 GTW APA2 NGANGONG2 DITANYA TEMEN2 ""LO GPP?"" ""LO AMAN?""
TERNYTA GEMPAAA PLUS PERINGATAN TSUNAMI DI MALUKU😭😭🙏🏻🙏🏻🙏🏻🙏🏻",1
"kalau menurut teori, air laut juga surut dulu sebelum tsunami. berarti hal-hal ga baik diawal tahun adalah pertanda bakal banyak hal baik kedepannya. (mengutip teori tsunami trophy king emyu)",0
"I hate this egoistical part of mine. Jenis perang dingin dengan orang tersayang. I guess I'm just tired of mengalah always since birth because I'm the eldest.

tenanglah, telan liurmu
tarah ego menggunung
ingatlah, lidah kadang terlalu tsunami
buat rumah tangga di pantai hati.",1
Sehari ini udah lebih dari 15 kali gempa 🥲🥲🥲,0
kok gua ngerasa kayak ada gempa yak,0
lg nonton upjn ipin eps puting beliung kesel bgtt BUKANNYA PLG MALAH MAIN LAYANGAN ANJER,1
LGBT adalah bencana karena Longsor Gempa Banjir dan Tsunami,0
Cerita Relawan Sulitnya Beri Bantuan ke Pedalaman Cugenang Akibat Terhalang Longsor Pasca Gempa Cianjur #apaya,1
"Padahal cuma piala ciki, tapi deg deg serrrr... Mulai dari awal lagi, dimulai piala ciki dulu diangkat, setelahnya banjir trophy!",0
Ibuku tak tunjukin video parodi news anchor anak smp bawain berita puting beliung ngakak bgt 😭,1
"Anjir gua lagi hype tetiba gempa, apa dunia juga menikmati lagu best friend ever sampai mengguncang anying???",0
Jayapura gempa lagi,0
😵‍💫 angin puting beliung ke,1
"Gempa dan tsunami yg di gadang gadang kan membuat masyarakat jd was was , itu tdk akan terjd spt yg di prediksi oleh org org ahli , hal tsb pasti terjd tp pergeseran lempeng tsb perlahan bertahap dan tdk serta merta menghancurkan spt yg di bayang oleh kita2 org awam . Waspada ttp",0
"Longsor lagi, emang di suruh netep di jogja 5 bulan ni",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"""ini gempa atau gue gemeter aja"" is a daily occurence",0
"Bencana kekeringan, banjir, gempa, tanah longsor. Tanda Allah itu syg kita, kita masih diberi peringatan supaya kita mau memperbaiki hubungan kita sama Allah, sesama manusia, dan kepada alam. Hablum minallah, Hablum minannas, Hablum minal Alam. Selagi masih diberi nafas &amp; sehat.",0
